"nameCompany","streetAddress","postalCode","addressLocality","column1"
"Kaufland Weiterstadt","Rudolf-Diesel-Str. 26 A","64331","Weiterstadt","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Hanau","Am Steinheimer Tor 3","63450","Hanau","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Grünstadt","Kirchheimer Str. 39","67269","Grünstadt","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Frankfurt am Main","Wächtersbacher Str. 75","60386","Frankfurt am Main","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Raunheim, EKZ Mainspitze","Flörsheimer Str. 3","65479","Raunheim","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Rüsselsheim","Alzeyer Str. 11","65428","Rüsselsheim","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Pirmasens-Innenstadt","Wiesenstr. 5","66954","Pirmasens","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Kaiserslautern","Pariser Str. 123","67655","Kaiserslautern","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Pirmasens-Fehrbach","Zweibrücker Str. 230","66954","Pirmasens-Fehrbach","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Bad Nauheim","Kettelerstr. 10","61231","Bad Nauheim","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Landstuhl","Torfstr. 10","66849","Landstuhl","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Neunkirchen","Kirkeler Str. 50","66538","Neunkirchen","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland St. Ingbert","Grubenweg 7","66386","St. Ingbert","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Limburg","Westerwaldstr. 111-113","65549","Limburg","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Riegelsberg","Saarbrücker Str. 262","66292","Riegelsberg","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Völklingen","Hallerstr. 21","66333","Völklingen","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Lebach","Poststr. 9","66822","Lebach","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Schmelz","Franz-Birringer-Str. 27","66839","Schmelz","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Dillingen/Saar","Daimlerstr. 4","66763","Dillingen","https://www.meinprospekt.de/filialen/kaufland/6"
"Kaufland Merzig","Rieffstr. 8-12","66663","Merzig","https://www.meinprospekt.de/filialen/kaufland/6"
,,,,"https://www.meinprospekt.de/filialen/kaufland/7"
"Kaufland München-Berg am Laim","Berg-am-Laim-Str. 117","81673","München","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland München-Moosach","Bunzlauer Platz 5-7","80992","München-Moosach","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland München-Neuperlach, PEP","Ollenhauerstr. 4","81737","München","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Gröbenzell","Danziger Str. 17","82194","Gröbenzell","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Dachau","Danziger Str. 1","85221","Dachau","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Unterschleißheim","Andreas-Danzer-Weg 2","85716","Unterschleißheim","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Markt Schwaben","Burgerfeld 8","85570","Markt Schwaben","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Erding","Dachauer Str. 61","85435","Erding","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Freising, FMZ Freising","Raiffeisenstr. 25","85356","Freising","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Geretsried","Bayerwaldstr. 2","82538","Geretsried","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Pfaffenhofen, Max-Weinb.","Max-Weinberger-Str. 9","85276","Pfaffenhofen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Bad Aibling","Grassinger Str. 16","83043","Bad Aibling","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Bad Tölz","Lenggrieser Str. 47","83646","Bad Tölz","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Pfaffenhofen, J.-Fraunhof.","Joseph-Fraunhofer-Str. 31","85276","Pfaffenhofen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Moosburg","Degernpoint M1","85368","Moosburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Friedberg","Marquardtstr. 1","86316","Friedberg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Rosenheim","Äußere Münchener Str. 100","83026","Rosenheim","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Schrobenhausen","Augsburger Str. 43","86529","Schrobenhausen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Landsberg, Am Penz. Feld","Am Penzinger Feld 21","86899","Landsberg Am Lech","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Königsbrunn","Germanenstr. 16","86343","Königsbrunn","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Augsburg-Lechhausen, EGM","Meraner Str. 6","86165","Augsburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Peißenberg","Schongauer Str. 20","82380","Peißenberg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Augsburg-Göggingen","Gögginger Str. 119","86199","Augsburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Landshut","Ludwig-Erhard-Str. 9","84034","Landshut","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Augsburg-Oberhausen","Biberbachstr. 10","86154","Augsburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Waldkraiburg","Teplitzer Str. 12-14","84478","Waldkraiburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Neusäß","Daimlerstr. 18","86356","Neusäß","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Ingolstadt, Münchener Str.","Münchener Str. 146","85051","Ingolstadt","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Ingolstadt-Nordwest","Richard-Wagner-Str. 40","85057","Ingolstadt","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Kaufbeuren","Augsburger Str. 28","87600","Kaufbeuren","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Traunreut","Trostberger Str. 23","83301","Traunreut","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Neuötting","Nagelschmiedstr. 6","84524","Neuötting","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Traunstein","Theresienstr. 2","83278","Traunstein","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Dingolfing","Frontenhausener Str. 1","84130","Dingolfing","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Donauwörth","Neurieder Weg 33","86609","Donauwörth","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Burghausen","Lindach 10","84489","Burghausen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Krumbach","Brühlstr. 4","86381","Krumbach","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Eggenfelden","Lindhofstr. 10","84307","Eggenfelden","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Dillingen a.d.Donau","Johannes-Scheiffele-Str. 3-7","89407","Dillingen a.d.Donau","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Freilassing","Verdistr. 15","83395","Freilassing","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Giengen an der Brenz","Marktstr. 86","89537","Giengen an der Brenz","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Vöhringen","Industriestr. 37","89269","Vöhringen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Nördlingen, EGM","Raiffeisenstr. 4","86720","Nördlingen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Langenau","Olgastr. 4","89129","Langenau","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Neu-Ulm, Memminger Str.","Memminger Str. 54","89231","Neu-Ulm","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Ulm","Blaubeurer Str. 29","89077","Ulm","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Heidenheim, Aalener Str.","Aalener Str. 20","89520","Heidenheim an der Brenz","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Heidenheim, Wilhelmstr.","Wilhelmstr. 148","89518","Heidenheim an der Brenz","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Erbach","Heinrich-Hammer-Str. 6","89155","Erbach","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Laupheim","Ulmer Str. 13","88471","Laupheim","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Biberach an der Riß","Obere Stegwiesen 10","88400","Biberach an der Riß","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Ehingen","Biberacher Str. 69","89584","Ehingen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Weingarten","Karlstr. 21","88250","Weingarten","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Ravensburg","Weißenauer Str. 15","88214","Ravensburg","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Bad Saulgau","Platzstr. 24","88348","Bad Saulgau","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Tettnang","Klausenburger Str. 12","88069","Tettnang","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Eriskirch","Friedrichshafener Str. 39","88097","Eriskirch","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Friedrichshafen","Ailinger Str. 109","88046","Friedrichshafen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Friedrichshafen, Stockerh.","Stockerholzstr. 12","88048","Friedrichshafen","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Überlingen","Nußdorfer Str. 101","88662","Überlingen am Bodensee","https://www.meinprospekt.de/filialen/kaufland/8"
"Kaufland Neustadt a.d.Donau","Gewerbepark 48","93333","Neustadt a.d.Donau","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Landau a.d.Isar","Straubinger Str. 64","94405","Landau a.d.Isar","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Regensburg-Innenstadt","Friedenstr. 23","93053","Regensburg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Regensburg-Reinhausen","Hans-Hayder-Str. 2","93059","Regensburg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Weißenburg","Eichstätter Str. 29","91781","Weißenburg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Straubing, Hebbelstr.","Hebbelstr. 6","94315","Straubing","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Gunzenhausen","Ansbacher Str. 11","91710","Gunzenhausen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Neumarkt i.d.OPf.","Altdorfer Str. 63","92318","Neumarkt i.d.OPf.","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Roth","Friedrich-Wambsganz-Str. 1","91154","Roth","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Vilshofen an der Donau","Hösamer Feld 7","94474","Vilshofen an der Donau","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Burgthann","Espenpark 30","90559","Burgthann","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Pocking","Passauer Str. 160","94060","Pocking","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Wendelstein","Rother Str. 1 B","90530","Wendelstein","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Cham","Rodinger Str. 22","93413","Cham","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Passau","Neuburger Str. 128","94036","Passau","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Nürnberg-Langwasser","Oppelner Str. 223","90473","Nürnberg-Langwasser","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Amberg","Am Bergsteig 1","92224","Amberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Feuchtwangen","Dinkelsbühler Str. 34","91555","Feuchtwangen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Nürnberg-Gibitzenhof","Dianaplatz 23-25","90443","Nürnberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Ansbach","Ritter-von-Lang-Allee 7","91522","Ansbach","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Nürnberg-St. Leonhard","Schwabacher Str. 99","90439","Nürnberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Oberasbach","Rothenburger Str. 70","90522","Oberasbach","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Sulzbach-Rosenberg","Krötenseestr. 1","92237","Sulzbach-Rosenberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Nürnberg-Eberhardshof","Fürther Str. 187","90429","Nürnberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Hauzenberg","Florianstr. 1","94051","Hauzenberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Erlangen-Röthelheimpark","Carl-Thiersch-Str. 4","91052","Erlangen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Erlangen-Altstadt","Westl. Stadtmauerstr. 27","91054","Erlangen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Rothenburg ob der Tauber","Bahnhofstr. 15","91541","Rothenburg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bad Windsheim","Rothenburger Str. 47","91438","Bad Windsheim","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Weiden in der Oberpfalz","Untere Bauscherstr. 25","92637","Weiden in der Oberpfalz","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Neustadt an der Aisch","Robert-Bosch-Str. 2","91413","Neustadt an der Aisch","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Pegnitz, Admira Center","Nürnberger Str. 22","91257","Pegnitz","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Höchstadt","Rothenburger Str. 19","91315","Höchstadt","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Igersheim","Hermann-von-Mittnacht-Str. 10","97999","Igersheim","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bamberg","Forchheimer Str. 15","96050","Bamberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bayreuth","Weiherstr. 27","95448","Bayreuth","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bischberg","Industriestr. 9","96120","Bischberg-Trosdorf","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Kitzingen","Am Dreistock 12","97318","Kitzingen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Marktredwitz","Leopoldstr. 30","95615","Marktredwitz","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Lichtenfels","Robert-Koch-Str. 5","96215","Lichtenfels","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Münchberg","Stammbacher Str. 3","95213","Münchberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Schweinfurt","Hauptbahnhofstr. 4","97424","Schweinfurt","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Wertheim","Bismarckstr. 26","97877","Wertheim a. Main","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Hof, Hans-Böckler-Str.","Hans-Böckler-Str. 19","95032","Hof","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Naila","Dr.-Hans-Künzel-Str. 1","95119","Naila","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Sonneberg","Bettelhecker Str. 155","96515","Sonneberg","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bad Kissingen","Steubenstr. 1","97688","Bad Kissingen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Hildburghausen","Eisfelder Str. 60","98646","Hildburghausen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bad Neustadt a.d.Saale","Meininger Str. 10","97616","Bad Neustadt a.d.Saale","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Suhl","Würzburger Str. 1","98529","Suhl","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Meiningen","Werrastr. 14","98617","Obermaßfeld-Grimmenthal","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Ilmenau","Mühltor 1","98693","Ilmenau","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Schmalkalden","Steinerne Wiese 39","98574","Schmalkalden","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Arnstadt","Alfred-Ley-Str. 12","99310","Arnstadt","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Weimar","Humboldtstr. 90","99425","Weimar","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Erfurt-Herrenberg","Kranichfelder Str. 103","99097","Erfurt-Melchendorf","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Gotha","Bürgeraue 2","99867","Gotha","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Erfurt-Krämpfervorstadt","Leipziger Str. 78a","99085","Erfurt","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Apolda","Bernhard-Prager-Gasse 1-7","99510","Apolda","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Erfurt-Gispersleben","Nordhäuser Str. 73t","99091","Erfurt-Moskauer Platz","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Eisenach, PEP","Neue Wiese 1","99817","Eisenach-Hötzelsroda","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Bad Langensalza","Lindenbühl 11","99947","Bad Langensalza","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Sömmerda","Mainzer Str. 20","99610","Sömmerda","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Mühlhausen","Papiermühlenweg 18","99974","Mühlhausen","https://www.meinprospekt.de/filialen/kaufland/9"
"Kaufland Sondershausen","Frankenhäuser Str. 1 A-D 1A","99706","Sondershausen","https://www.meinprospekt.de/filialen/kaufland/9"
