"nameCompany","streetAddress","postalCode","addressLocality"
"Total","Tempelhofer Ufer 33-35","10963","Berlin"
"Total","Tempelhofer Ufer 33-35","10963","Berlin"
"Total","Bulgarische Str. 9","12435","Berlin"
"Total","Bulgarische Str. 9","12435","Berlin"
"Total","Blockdammweg 6","10317","Berlin"
"Total","Blockdammweg 6","10317","Berlin"
"Total","Holzmarktstr. 36-42","10243","Berlin"
"Total","Holzmarktstr. 36-42","10243","Berlin"
"Total","Juri-Gargarin-Str. 32","15517","Fuerstenwalde"
"Total","Juri-Gargarin-Str. 32","15517","Fuerstenwalde"
"Total","Berliner Str. 123","14641","Nauen"
"Total","Berliner Str. 123","14641","Nauen"
"Total","Streitstr. 84","13587","Berlin"
"Total","Streitstr. 84","13587","Berlin"
"Total","Heidestr. 19","10557","Berlin"
"Total","Heidestr. 19","10557","Berlin"
"Total","Prenzlauer Allee 1-4","10405","Berlin"
"Total","Prenzlauer Allee 1-4","10405","Berlin"
"Total","Chausseestr. 61","10115","Berlin"
"Total","Chausseestr. 61","10115","Berlin"
"Total","Nauener Str. 116","14612","Falkensee"
"Total","Nauener Str. 116","14612","Falkensee"
"Total","Storkower Str. 174","10369","Berlin"
"Total","Storkower Str. 174","10369","Berlin"
"Total","Margarete-Sommer-Str. 2","10407","Berlin"
"Total","Margarete-Sommer-Str. 2","10407","Berlin"
"Total","Rhinstr. 52","12681","Berlin"
"Total","Rhinstr. 52","12681","Berlin"
"Total","Storkower Str. 116","10407","Berlin"
"Total","Storkower Str. 116","10407","Berlin"
"Total","Alt Mahlsdorf 60","12623","Berlin"
"Total","Alt Mahlsdorf 60","12623","Berlin"
"Total","Markstr. 43-44","13409","Berlin"
"Total","Markstr. 43-44","13409","Berlin"
"Total","Landsberger Allee 376","12681","Berlin"
"Total","Landsberger Allee 376","12681","Berlin"
"Total","Rhinstr. 175","13053","Berlin"
"Total","Rhinstr. 175","13053","Berlin"
"Total","Habichtstr. 11-13","13505","Berlin"
"Total","Habichtstr. 11-13","13505","Berlin"
"Total","I.-Gandhi-Str. 106-109","13053","Berlin"
