X,Y,OBJECTID,EVA_NR,DS100,IFOPT,NAME,VERKEHR,LAENGE,BREITE,STATUS
9.835115000060318,54.467599999840559,1161,8001654,AEC,de:01058:22679,Eckernförde,RV,9.835115,54.4676,
11.137946999798164,49.215472000013101,1162,8001655,NEMN,de:09576:8073,Eckersmühlen,RV,11.137947,49.215472,
8.456741000084451,50.039491999754759,1163,8001659,FED,de:06436:4998,Eddersheim,RV,8.456741,50.039492,
9.743112999988112,49.513024999731456,1164,8001660,TED,de:08128:12153,Edelfingen,RV,9.743113,49.513025,
8.140619999626837,49.282052999764325,1165,8001663,REK,de:07337:8301,Edenkoben,RV,8.14062,49.282053,
8.871803000195497,51.129568000073199,1166,8001664,FEDN,de:06635:205608,Vöhl-Ederbringhausen,RV,8.871803,51.129568,
8.139074999746121,49.263735999813925,1167,8001665,REH,de:07337:8302,Edesheim(Pfalz),RV,8.139075,49.263736,
7.139597999742424,50.104696999989486,1168,8001666,SEE,de:07135:11038,Ediger-Eller,RV,7.139598,50.104697,
8.322822999797461,50.632165999975598,1169,8001668,FEDI,de:06532:11009,Edingen(Wetzlar),RV,8.322823,50.632166,
12.163234000184749,48.058479000016348,1170,8001669,MEDL,de:09187:90024,Edling,RV,12.163234,48.058479,
9.007483000098187,50.338192000211279,1171,8001670,FEF,de:06440:11147,Effolderbach,nur DPN,9.007483,50.338192,
7.563918000340672,47.655618999809086,1172,8001671,REF,de:08336:6631,Efringen-Kirchen,RV,7.563918,47.655619,
8.653461999650156,49.969169999727512,1173,8001672,FEGB,de:06438:2706,Egelsbach,RV,8.653462,49.96917,
10.887385000266582,49.464637999884062,1174,8001674,NEGE,de:09573:5077,Egersdorf,RV,10.887385,49.464638,
9.514485000357169,52.278585000084817,1175,8001675,HEGT,de:03241:5768,Egestorf(Deister),RV,9.514485,52.278585,
12.767068000151822,48.406215000272425,1176,8001676,MEFM,de:09277:10616,Eggenfelden Mitte,RV,12.767068,48.406215,
12.748669000251608,48.40395599991183,1177,8001677,MEGF,de:09277:6000,Eggenfelden,RV,12.748669,48.403956,
12.445956000399862,48.395762000037251,1178,8001678,MEGK,de:09183:10610,Egglkofen,RV,12.445956,48.395762,
12.182192000126744,48.836497000262462,1179,8001679,MEGM,de:09375:117,Eggmühl,RV,12.182192,48.836497,
11.036662000022696,49.774960000209262,1180,8001680,NEO,de:09474:9250,Eggolsheim,RV,11.036662,49.77496,
11.864290999611754,48.082347999927187,1181,8001682,MEGL,de:09175:4030,Eglharting,RV,11.864291,48.082348,
10.975721999743707,48.190540999896946,1182,8001683,MELG,de:09181:501,Egling,nur DPN,10.975722,48.190541,
9.724339999994067,48.285677000188983,1183,8001684,TEH,de:08425:3140,Ehingen(Donau),RV,9.72434,48.285677,
8.741243000356937,51.981269999860196,1184,8001686,EELB,de:05766:3566,Ehlenbruch,nur DPN,8.741243,51.98127,
10.029596000159422,52.523609000021857,1185,8001687,HELH,de:03241:9328,Ehlershausen,RV,10.029596,52.523609,
6.68826099988762,49.809412999734924,1186,8001688,SEGO,de:07211:2122,Ehrang Ort,RV,6.688261,49.809413,
8.944259999796568,48.662681999841105,1187,8001689,TEHN,de:08115:5773,Ehningen(b Böblingen),RV,8.94426,48.662682,
7.571323999902176,50.175719999745148,1188,8001690,KEHR,,Ehr,nur DPN,7.571324,50.17572,
9.154619000121921,51.379528000052929,1189,8001691,FEGN,de:06635:209639,Ehringen,RV,9.154619,51.379528,
8.449260000179882,51.662812999734214,1190,8001692,EERI,de:05974:35377,Ehringhausen(Kr Lippstadt),nur DPN,8.44926,51.662813,
9.101861999904369,50.708779999894489,1191,8001693,FEHH,de:06535:11465,Ehringshausen(Oberhess),nur DPN,9.101862,50.70878,
8.383840999894259,50.595066000138104,1192,8001694,FEHR,de:06532:11188,Ehringshausen(Kr Wetzlar),RV,8.383841,50.595066,
7.977934000338283,50.973863999814405,1193,8001700,EEHS,de:05970:10400,Eichen(Kr Siegen),nur DPN,7.977934,50.973864,
8.917491000237169,50.255946999997917,1194,8001701,FECH,de:06435:4543,Nidderau-Eichen,RV,8.917491,50.255947,
11.328276999953699,48.179324000040673,1195,8001702,MEIC,de:09179:6180,Eichenau(Oberbay),RV,11.328277,48.179324,
9.694716999776396,50.494011999777733,1196,8001704,FEIZ,de:06631:11064,Eichenzell,nur DPN,9.694717,50.494012,
7.83687099970741,51.059167000142594,1197,8001706,EEHG,de:05966:10401,Eichhagen,nur DPN,7.836871,51.059167,
9.290316999567986,49.432438999859862,1198,8001707,REM,de:08225:8204,Eicholzheim,RV,9.290317,49.432439,
11.163650000050946,48.86987899985273,1199,8001708,MEB,de:09176:9004,Eichstätt Bahnhof,RV,11.16365,48.869879,
11.179601999897029,48.893295999831835,1200,8001709,MEST,de:09176:8125,Eichstätt Stadt,nur DPN,11.179602,48.893296,
6.154367000045565,50.785561000279017,1201,8001712,KEIL,de:05334:1260,Eilendorf,RV,6.154367,50.785561,
9.428147000322241,52.545215000021557,1202,8001713,HEIV,de:03241:8140,Eilvese,RV,9.428147,52.545215,
7.595600000274973,47.627948000111729,1203,8001715,REI,de:08336:6634,Eimeldingen,RV,7.5956,47.627948,
9.99792300044594,54.129372999865048,1204,8001718,AEF,de:01004:23309,Einfeld,RV,9.997923,54.129373,
7.66222700015746,49.431002000072283,1205,8001720,SEF,de:07312:8125,Einsiedlerhof,RV,7.662227,49.431002,
12.638300999891133,47.796272999891215,1206,8001725,MEZT,de:09189:41045,Eisenärzt,RV,12.638301,47.796273,
7.456212000119504,49.494720999797224,1207,8001727,SEMA,de:07336:8546,Eisenbach-Matzenbach,RV,7.456212,49.494721,
8.070581999592536,49.554483000095168,1208,8001728,"REIS,REISO,REISW",de:07333:3798,Eisenberg(Pfalz),RV,8.070582,49.554483,
7.987070999553353,50.847298999770089,1209,8001729,EEFD,de:05970:10098,Eiserfeld(Sieg),RV,7.987071,50.847299,
9.705146999875447,48.696493999887068,1210,8001731,TEF,de:08117:155,Eislingen(Fils),RV,9.705147,48.696494,
7.983562000390515,49.516577999800987,1211,8001732,REIW,de:07333:4892,Eiswoog,RV,7.983562,49.516578,
11.319258999665998,48.815978999943766,1212,8001734,MEI,de:09176:9005,Eitensheim,RV,11.319259,48.815979,
7.4473260000763,50.773618999910973,1213,8001736,KEIT,de:05382:59101,Eitorf,RV,7.447326,50.773619,
9.893737999981502,53.602574999995177,1214,8001739,AEGS,de:02000:82950,Hamburg Elbgaustraße,RV,9.893738,53.602575,
9.626528000294719,52.211875000122468,1215,8001741,HELV,de:03241:5906,Völksen/Eldagsen,RV,9.626528,52.211875,
9.969108999616946,50.140479999830234,1216,8001742,NELF,de:09672:75196,Elfershausen-Trimberg,nur DPN,9.969109,50.14048,
6.47242800039411,51.199624999995457,1217,8001745,KML,de:05116:23189,Mönchengladbach-Lürrip,RV,6.472428,51.199625,
9.123743999926489,48.955287999809578,1218,8001746,TBME,de:08118:1910,Ellental,RV,9.123744,48.955288,
9.316034999889371,49.149952000268172,1219,8001747,TELL,de:08125:2003,Ellhofen,RV,9.316035,49.149952,
10.959692999904719,49.066228000120773,1220,8001749,NEL,de:09577:16400,Ellingen(Bay),RV,10.959693,49.066228,
10.129680999835609,48.964120999955064,1221,8001751,TEL,de:08136:2007,Ellwangen,FV,10.129681,48.964121,
10.338371000431668,48.342139999946617,1222,8001752,MELZ,de:09774:2938,Ellzee,RV,10.338371,48.34214,
9.87342699977939,49.47309400006219,1223,8001754,TELP,de:08128:13234,Elpersheim,RV,9.873427,49.473094,
8.464026000170414,53.23410299979529,1224,8001760,HELS,de:03461:24103,Elsfleth,nur DPN,8.464026,53.234103,
10.996381000100364,49.553781999737183,1225,8001762,NEF,de:09562:3510,Eltersdorf,RV,10.996381,49.553782,
8.121530000338714,50.027561999837637,1226,8001763,FELT,de:06439:11029,Eltville,nur DPN,8.12153,50.027562,
