"nameCompany","streetAddress","postalCode","addressLocality"
"Norma","Ernst-Thälmann-Str. 39","16244","Schorfheide"
"Norma","Joachimsthaler Str. 1","16230","Britz"
"Norma","Finkenbergstr. 19","19309","Lenzen"
"Norma","Leopoldsbrunnen 3","19303","Dömitz"
"Norma","Bergstr. 22","16928","Pritzwalk"
"Norma","Feldstr. 1","16831","Rheinsberg"
"Norma","Am Rosenplan 1","16909","Wittstock"
"Norma","Rudolf-Breitscheid-Str. 27","16278","Angermünde"
"Norma","Lychener Str. 25","17268","Templin"
"Norma","Wobbeliner Str. 24","19288","Ludwigslust"
"Norma","Berliner Allee 17D","16303","Schwedt"
"Norma","Platz der Befreiung 1","16303","Schwedt/Oder"
"Norma","Bahnhofstr. 12","19258","Boizenburg"
"Norma","Kranichstr. 17","17235","Neustrelitz"
"Norma","Buchholzallee 3","19370","Parchim"
"Norma","Ludwigsluster Str. 29","19370","Parchim"
"Norma","Söringstr. 3A","19230","Hagenow"
"Norma","Blücherstr. 8","19386","Lübz"
"Norma","Neustädter Damm 19","17291","Prenzlau"
"Norma","Kastanienallee 48","16307","Gartz"
"Norma","Robert-Schulz-Ring 37A","17291","Prenzlau"
"Norma","Am Pfennigsberg 9","17192","Waren"
"Norma","Gievitzer Str. 92","17192","Waren"
"Norma","Zur Ziegelei 9","17348","Woldegk"
"Norma","Gerhard-Hauptmann-Str. 7","19053","Schwerin"
"Norma","Dr.-Joseph-Herzfeld-Str. 41","19057","Schwerin"
"Norma","Rostocker Str. 31A","17033","Neubrandenburg"
"Norma","Einsteinstr. 37","17036","Neubrandenburg"
"Norma","Zittower Str. 1B","19067","Leezen"
"Norma","Löcknitzer Str. 14","17309","Pasewalk"
"Norma","Lange Str. 14","19417","Warin"
"Norma","Malchiner Str. 88","17166","Teterow"
"Norma","Eisenbahnstr. 6A","18273","Güstrow"
"Norma","Buchenstr. 1","17358","Torgelow"
"Norma","Industriestr. 2","18246","Bützow"
"Norma","Neubrandenburger Str. 21","17379","Ferdinandshof"
"Norma","Stettiner Str. 69A-D","17367","Eggesin"
"Norma","Bahnhofstr. 34-35","18299","Laage"
"Norma","Güstrower Str. 78B","18258","Schwaan"
"Norma","Demminer Str. 15-17","17159","Dargun"
"Norma","Nikolaistr. 4","17109","Demmin"
"Norma","Pasewalker Allee 49","17389","Anklam"
"Norma","Demminer Str. 7","17126","Jarmen"
"Norma","Panzower Weg 40","18233","Neubukow"
"Norma","Am Karauschensoll 1A","18198","Kritzmow"
"Norma","Weidengrund 1","18059","Rostock"
"Norma","Bollbrügge 3","18190","Sanitz"
"Norma","Rostocker Str. 35A","18069","Lambrechtshagen"
"Norma","Krischanweg 10A","18069","Rostock"
"Norma","An den Salzwiesen 26","18209","Bad"
"Norma","Hundsburgallee 11","18106","Rostock"
"Norma","Waldstr. 29","18225","Kühlungsborn"
"Norma","Tribseeser Str. 20B","18507","Grimmen"
"Norma","Feldstr. 81","17489","Greifswald"
"Norma","Wolgaster Landstr. 26","17493","Greifswald"
"Norma","Damgartener Chaussee 61C","18311","Ribnitz"
"Norma","Str. der Jugend 35","18469","Velgast"
"Norma","Richtenberger Chaussee 56A","18437","Stralsund"
"Norma","Heinrich-Heine-Ring 78","18435","Stralsund"
"Norma","Gingster Str. 63","18573","Samtens"
"Norma","Ringstr. 113-115","18528","Bergen"
"Norma","Wittower Str. 24","18556","Dranske"
"Norma","Hauptstr. 26","29393","Groß"
"Norma","Alvernsche Str. 1","29229","Celle"
"Norma","Nestauer Str. 8","29562","Suhlendorf"
"Norma","Lüneburger Landstr. 24","21368","Dahlenburg"
"Norma","Große Str. 55","21380","Artlenburg"
"Norma","Brüsseler Str. 4","21423","Winsen"
"Norma","Mercatorstr. 1","21502","Geesthacht"
"Norma","Wasserkrüger Weg 127","23879","Mölln"
"Norma","Kolberger Str. 1","23909","Ratzeburg"
"Norma","Ratzeburger Allee 108","23562","Lübeck"
"Norma","Feldstr. 29","23858","Reinfeld"
"Norma","Klützer Str. 58","23936","Grevesmühlen"
"Norma","Tierparkpromenade 1","23966","Wismar"
"Norma","Lübsche Str. 146-148","23966","Wismar"
"Norma","Philosophenweg 1","23970","Wismar"
"Norma","Marktstr. 1","23968","Gägelow"
"Norma","Hoher Damm 48","23970","Wismar"
